f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,class
0.475276,1.34311,2.78483,2.88777,1.55002,-0.40539,-0.0243682,1.05657,0.764721,1.00031,0.618924,-0.263102,-0.572706,-0.683809,-0.855286,-0.871818,-0.974631,-1.06803,-1.00484,-1.15649,-1.22069,-1.30673,-1.4449,-1.45111,-1.6627,-1.75359,-1.75575,-1.92703,-2.07328,-2.13047,-2.16259,-2.17022,-2.01431,-1.73488,-1.47201,-1.11952,-0.67855,-0.246053,0.172427,0.487516,0.722194,0.878963,0.857697,0.894697,0.930458,0.747758,0.676151,0.71573,0.693776,0.650563,0.656008,0.697374,0.722069,0.744808,0.689101,0.681703,0.705292,0.67209,0.666117,0.606625,0.686618,0.539065,0.474442,0.559845,0.417166,0.433726,0.400791,0.321961,0.349785,0.335431,0.227706,0.19367,0.227422,0.175519,0.347508,0.619782,0.678466,0.567691,0.452235,0.396656,0.219126,0.0424175,0.00889957,0.0359658,-0.0622485,-0.0995318,0.0421604,-0.0518571,-0.0678282,0.0101698,-0.0192636,-0.0579515,-0.0777621,0.0756384,0.0805785,-0.0297831,1
0.669227,0.640163,0.338158,0.285311,-0.131267,-0.288274,-0.337896,-0.777546,-0.724116,-0.708911,-0.900832,-0.926816,-1.20617,-1.20433,-1.29008,-1.49263,-1.46954,-1.62026,-1.96418,-2.14054,-2.23558,-2.19123,-2.41906,-2.38335,-2.33528,-2.40913,-1.72808,-1.50812,-1.1367,-0.596791,-0.425284,0.0491372,0.339335,0.595118,0.814561,0.513472,0.740939,0.826282,0.521639,0.695415,0.641739,0.576786,0.581653,0.627013,0.640052,0.633603,0.451957,0.755078,0.64088,0.525383,0.665785,0.425173,0.569612,0.637768,0.456425,0.181578,0.478949,0.464254,0.371129,0.570901,0.158825,0.522386,0.566842,0.06108,0.474454,0.349332,0.242379,0.60357,0.610547,0.781387,1.0117,0.575415,0.338573,0.603418,0.295541,0.211545,0.418401,0.0885034,0.181717,0.334347,0.0276736,0.294013,0.32949,-0.0306295,0.382431,0.220328,0.210246,0.15923,0.272055,0.410759,1.06216,2.54277,2.19219,1.5475,0.902994,-0.325667,1
1.19493,2.1908,2.44327,2.00079,1.00499,0.182986,0.841614,1.31586,1.08081,1.34897,1.14741,0.31794,-0.395676,-0.522953,-0.588006,-0.730687,-0.810449,-0.896889,-0.968934,-1.16167,-1.22251,-1.28408,-1.47185,-1.66131,-1.94417,-2.0391,-2.18012,-2.41422,-2.44777,-2.44489,-2.29742,-2.10313,-1.87708,-1.53947,-1.1415,-0.812602,-0.495075,-0.175193,0.0749407,0.30021,0.403946,0.464928,0.505997,0.572747,0.516751,0.517256,0.511762,0.446051,0.46327,0.477796,0.506138,0.523076,0.490897,0.553587,0.579404,0.510878,0.576802,0.558578,0.543803,0.545974,0.453105,0.47026,0.515335,0.390924,0.402032,0.399443,0.33478,0.392592,0.282072,0.31199,0.347346,0.351679,0.51549,0.602283,0.651191,0.632617,0.409985,0.368864,0.313569,0.139376,0.0936707,0.0773652,0.125332,0.0604422,0.0830741,0.0549848,0.0619652,0.0866698,0.0656121,0.00322981,0.109534,0.0600008,0.0404531,0.0692183,0.17855,0.456547,1
0.20304,0.462079,0.748368,0.996959,0.998552,0.849494,0.875705,1.00929,0.808067,0.161287,-0.419058,-0.450159,-0.212261,-0.335189,-0.744536,-0.841875,-0.598213,-0.467443,-0.546076,-0.69481,-0.856339,-0.90661,-0.851411,-0.767198,-0.5001,-0.267966,-0.611613,-1.14193,-1.10683,-0.916814,-1.11336,-1.1243,-0.630917,-0.417573,-0.838581,-1.13342,-0.925951,-0.827384,-1.09684,-1.29124,-1.38311,-1.60187,-1.65515,-1.44819,-1.40936,-1.50451,-1.36067,-1.11071,-0.990663,-0.86474,-0.665341,-0.531739,-0.456412,-0.293517,-0.0483346,0.143213,0.268448,0.374486,0.43712,0.520298,0.645955,0.622962,0.475604,0.465321,0.513729,0.435572,0.41167,0.506603,0.434681,0.215097,0.212301,0.386974,0.333856,0.118747,0.199774,0.478254,0.5216,0.411859,0.339257,0.232831,0.252096,0.433155,0.35764,0.178738,0.377372,0.572052,0.498692,0.743126,1.36404,1.98025,2.71252,3.26988,3.0704,2.51602,1.93088,0.884386,-1
0.466793,0.503625,0.788669,0.222936,0.537304,0.0435533,-0.261141,0.803156,-0.139523,-0.612162,-0.324421,-0.167217,-0.210541,-0.957895,-0.0961728,-0.311731,-0.743578,-0.873204,-1.0823,-0.639329,-1.42144,-1.88479,-0.754477,-1.29731,-2.54098,-2.31233,-2.01562,-2.26822,-2.61717,-2.41109,-2.18203,-2.19043,-2.16448,-1.72662,-1.17031,-1.26928,-1.14041,-0.22605,0.298349,0.226856,0.390907,0.715621,0.770041,0.865626,1.08029,1.04457,0.704397,0.849987,1.21782,0.760109,0.465835,0.912083,0.93517,0.634117,0.595641,0.706281,0.912832,0.82768,0.61224,0.954048,0.975613,0.629998,0.539945,0.481733,0.660939,0.785314,0.826052,0.640126,0.277496,0.509115,0.699167,0.744218,0.0336251,0.4707,0.77461,0.279256,0.445182,0.182058,0.689157,0.6244,-0.0977939,0.49746,0.349998,0.349337,0.324933,0.597956,1.00197,0.67441,0.739324,0.540863,0.345834,0.777728,0.248128,0.0042835,0.425194,0.117377,1
0.150584,1.65659,2.70677,2.6687,2.16165,0.453582,-1.12481,-0.0357558,0.71934,0.169201,0.525925,0.644602,-0.0321982,-0.653131,-0.64744,-0.998546,-0.987391,-1.23477,-1.16889,-1.13258,-1.28144,-1.20228,-1.34735,-1.4706,-1.66091,-1.73325,-1.6762,-1.72287,-1.95678,-2.0945,-1.9966,-1.88743,-1.95233,-1.59339,-1.40145,-1.35601,-0.958865,-0.483304,-0.0446253,0.131442,0.348935,0.653455,0.928277,0.903496,0.970486,1.02214,1.07705,0.97307,0.929981,0.849032,0.768822,0.756218,0.656099,0.812487,0.724854,0.606436,0.538831,0.595983,0.76609,0.651961,0.581522,0.509548,0.614527,0.688802,0.390526,0.307013,0.335092,0.424302,0.366496,0.167335,0.412849,0.538341,0.379454,0.544796,0.754139,0.719268,0.502062,0.309883,0.244994,0.187062,0.0227086,-0.190902,-0.0890897,-0.0359842,-0.135617,0.0389208,-0.115213,-0.227579,-0.12843,-0.161932,-0.0142234,-0.10071,0.101912,0.0122879,-0.104105,0.463553,1
-0.157389,0.736981,2.49964,3.05212,1.62803,-0.360935,-1.22696,-0.0902894,0.461344,0.263947,0.372876,0.109549,-0.617033,-1.24059,-0.637597,-1.18673,-1.17885,-1.30216,-0.992057,-1.00438,-1.29351,-1.44867,-1.71588,-1.43173,-1.49908,-1.55864,-1.85676,-2.01509,-1.73491,-1.62648,-1.92189,-2.05778,-1.68677,-1.46458,-1.38675,-1.10508,-0.603252,-0.283816,0.0185298,0.309797,0.610148,1.18901,0.893231,0.984722,1.20003,1.13682,1.13778,1.12401,1.01655,0.950499,1.00636,0.893108,0.65362,0.886464,0.948617,0.543149,0.854796,0.443093,0.359075,1.04327,0.827659,0.299226,0.491369,0.622834,0.244747,0.515459,0.509331,0.257639,0.544484,0.104671,0.304787,0.291241,0.0615054,0.48884,0.481566,0.764005,0.578859,0.65466,0.578801,-0.0576411,0.338954,0.132096,0.0768988,-0.0589804,-0.0767488,-0.0221024,-0.161323,0.0686557,0.192149,-0.0512636,0.0686441,-0.0172557,0.01651,0.14905,-0.026306,0.165461,1
0.656567,2.43946,3.7687,2.50482,2.0811,0.587868,-1.05279,0.0918805,0.992146,0.238737,0.206195,0.554274,-0.48057,-0.608561,-0.631233,-0.75098,-0.91056,-1.17463,-0.952759,-1.174,-1.22485,-1.08808,-1.30264,-1.37793,-1.58765,-1.71718,-1.70417,-1.77363,-1.80517,-1.63355,-1.85053,-1.76696,-1.65004,-1.4334,-1.04557,-0.959109,-0.651085,-0.294918,0.085521,0.377416,0.462329,0.769587,0.908685,1.06545,1.01187,0.883265,1.18717,0.893563,0.728474,0.945163,0.598599,0.556217,0.690094,0.627365,0.595368,0.564385,0.734113,0.638191,0.512452,0.647474,0.757729,0.359196,0.593077,0.573238,0.180394,0.544979,0.330091,0.261312,0.348231,0.158021,0.20835,0.144735,0.304542,0.579237,0.587027,0.423277,0.675164,0.328286,-0.0969436,0.044244,-0.127241,-0.114935,-0.281784,-0.147735,-0.285834,7.02805e-05,-0.390003,-0.472572,-0.107957,-0.427592,-0.370079,-0.356225,-0.427826,-0.379634,-0.357688,-0.0590854,1
1.25714,2.78097,3.28713,2.70035,0.869512,0.754239,1.52127,1.02061,1.033,0.919983,0.00403088,-0.432825,-0.435237,-0.644678,-0.807233,-0.787446,-0.899349,-0.993034,-1.10987,-1.15044,-1.27228,-1.38511,-1.47371,-1.52164,-1.61909,-1.84088,-1.76689,-1.99558,-2.14031,-1.91792,-1.98734,-1.81784,-1.77143,-1.42082,-0.994776,-0.737448,-0.363256,0.0111369,0.376423,0.458037,0.684024,0.781407,0.804198,0.778132,0.865464,0.730732,0.585409,0.655861,0.601652,0.605679,0.536616,0.532578,0.635982,0.530996,0.559496,0.549415,0.500598,0.49217,0.424453,0.46237,0.33621,0.356032,0.435328,0.340443,0.285577,0.233172,0.313454,0.300019,0.177775,0.161567,0.227137,0.151086,0.128967,0.321059,0.559039,0.609618,0.541402,0.395746,0.212633,0.0776019,0.0624302,0.0436066,-0.120174,-0.137507,-0.13823,-0.0978226,-0.35763,-0.235685,-0.123307,-0.224176,-0.226464,-0.207085,-0.101173,-0.313918,-0.168042,0.156678,1
0.188247,0.540119,2.17845,3.49377,2.07533,1.21025,-0.267326,-0.86686,0.283396,0.400121,0.142081,0.0928818,0.182408,-0.690886,-0.814723,-0.950372,-1.11106,-1.19425,-1.13337,-1.18239,-1.29675,-1.34652,-1.40176,-1.5283,-1.676,-1.68177,-1.69402,-1.7276,-2.07503,-1.95269,-1.90906,-2.04734,-1.96498,-1.73815,-1.39491,-1.3244,-0.824399,-0.312985,-0.159017,0.288446,0.484224,0.815936,0.933257,0.869881,1.01636,1.07489,0.980143,0.9465,0.854342,0.735725,0.718694,0.658533,0.68489,0.709243,0.565702,0.558204,0.566667,0.585672,0.583578,0.447691,0.578264,0.525466,0.453057,0.476567,0.355186,0.455719,0.490123,0.383481,0.223964,0.332976,0.413147,0.105509,0.552408,0.798983,0.668818,0.814931,0.577424,0.440115,0.350853,0.18347,0.232933,0.148863,0.0257949,-0.0889375,0.106153,0.230855,0.0785539,0.0593802,0.00142097,0.041702,0.16333,-0.144984,-0.0330695,0.220109,0.0494809,0.12923,1
0.534735,1.15123,2.66537,4.1776,2.9169,1.47884,0.13562,-0.634179,0.375886,0.90808,0.584841,0.273234,0.390298,0.0888831,-0.376842,-0.517161,-0.684669,-0.751204,-0.830141,-0.728014,-0.918787,-1.18697,-0.838731,-0.989576,-1.39745,-1.302,-1.42222,-1.63375,-1.6512,-1.78242,-1.88221,-1.95087,-1.80556,-1.74263,-1.47152,-1.40317,-1.14946,-0.755865,-0.56482,0.0587971,0.0465096,0.0458729,0.481991,0.775385,0.569191,0.913586,0.954689,1.00542,1.03777,0.806074,0.851194,0.823946,0.713108,0.604499,0.722067,0.57987,0.525532,0.496721,0.621045,0.510597,0.64136,0.551105,0.332269,0.773089,0.364507,0.155115,0.600778,0.11596,-0.00522258,0.164812,0.0481566,0.0455318,0.0666507,0.230524,0.603227,0.712387,0.499104,0.273008,0.142047,0.0715766,0.0557455,-0.148938,-0.320406,-0.2032,-0.3765,-0.397015,-0.188552,-0.551047,-0.22709,-0.539829,-0.232078,0.109499,-0.687686,-0.316347,-0.4329,-0.383598,1
2.0413,2.02159,1.9259,2.33436,1.17387,-0.452548,-0.728089,-0.972869,-1.13304,-1.30839,-1.42691,-1.3778,-1.49465,-1.63916,-1.65075,-1.63712,-1.74755,-1.79578,-1.89236,-1.86229,-2.03147,-2.01818,-1.88187,-1.87881,-1.70214,-1.63892,-1.37055,-1.07453,-0.775779,-0.325801,0.105981,0.419841,0.557807,0.661724,0.742045,0.768802,0.887731,0.930613,0.892788,0.825875,0.713234,0.63487,0.581407,0.55861,0.518874,0.546228,0.462774,0.387101,0.498547,0.458499,0.383374,0.462438,0.521283,0.542896,0.704449,0.810869,0.84129,0.852453,0.691083,0.74737,0.792663,0.824892,0.733556,0.542211,0.439892,0.178186,0.0679286,-0.0424758,-0.00679419,0.0150479,-0.0490132,-0.094704,-0.114015,-0.00116154,-0.0838521,-0.0939667,-0.0787489,0.000195998,-0.0877118,-0.0934439,-0.0576982,-0.060419,-0.0572143,-0.11642,-0.0249189,0.0889103,0.115283,0.0666542,0.10396,0.23877,0.306208,0.337572,0.755266,0.867938,0.838234,1.35868,-1
0.585976,1.13718,1.29079,1.33595,1.25723,0.00561282,-0.8532,-0.854085,-0.954448,-0.745703,-0.906647,-1.16931,-1.22781,-1.44567,-1.36414,-1.44574,-1.66227,-1.50507,-1.67681,-1.8241,-1.65141,-1.83075,-1.63894,-1.71257,-1.999,-1.70981,-1.67477,-1.24103,-0.944691,-0.98619,-0.681973,-0.181821,0.041145,0.269653,0.488873,0.508614,0.814403,0.904538,0.841335,0.999117,0.706544,0.649845,0.780873,0.814872,0.873599,0.239488,0.97886,0.848524,0.279156,0.469472,0.553903,0.745721,0.540184,0.667073,0.436755,0.62178,0.443736,0.373401,0.476441,0.386997,0.775283,0.378374,0.136124,0.19337,0.215312,0.688313,0.865137,1.10401,0.531059,0.209863,0.470405,0.134283,0.0515535,0.504619,-0.107748,-0.280931,-0.0979789,-0.0090137,0.0833509,-0.271512,-0.172888,-0.156304,-0.0577805,-0.196808,-0.356545,-0.240176,-0.0281555,-0.250563,0.508021,1.39314,2.43792,2.91006,1.97355,-0.0487118,-1.52729,-0.24102,1
0.999707,2.79117,3.65568,2.47098,1.45942,0.333175,0.550491,1.46791,1.21314,1.08137,0.99656,0.462366,-0.361508,-0.503907,-0.574427,-0.624917,-0.712726,-0.877252,-0.863112,-0.948954,-1.09189,-1.15442,-1.15574,-1.23671,-1.43934,-1.53286,-1.55058,-1.69743,-1.92902,-1.88587,-1.97886,-1.98549,-1.96806,-1.87715,-1.61029,-1.42279,-1.04206,-0.651912,-0.386743,-0.0247395,0.341906,0.530806,0.523899,0.719342,0.837194,0.740333,0.757416,0.708396,0.677103,0.599625,0.529019,0.619078,0.591809,0.50107,0.51124,0.558783,0.440739,0.485031,0.501895,0.460956,0.399881,0.404448,0.406291,0.379171,0.322341,0.282362,0.354853,0.214218,0.187828,0.290846,0.164478,0.109501,0.15207,0.199342,0.299678,0.484954,0.603009,0.60672,0.43018,0.231139,0.227015,0.0515464,-0.107227,-0.09565,-0.157196,-0.196149,-0.110205,-0.198716,-0.218748,-0.225775,-0.288573,-0.160038,-0.242554,-0.310704,-0.264839,-0.254343,1
1.61634,2.09973,1.78791,1.32806,0.759385,0.230356,-0.180722,-0.154546,0.0309063,-0.0751554,-0.336871,-0.236522,0.0174464,0.0310675,-0.119542,-0.426099,-0.787879,-0.833156,-0.699182,-0.786879,-0.918894,-0.849779,-0.821266,-0.942438,-0.958067,-0.907532,-1.00625,-1.12597,-1.22659,-1.37457,-1.3621,-1.29546,-1.46036,-1.61022,-1.62057,-1.69071,-1.72104,-1.68195,-1.69966,-1.64662,-1.53764,-1.51905,-1.4401,-1.23647,-1.07223,-0.960426,-0.828147,-0.626514,-0.387268,-0.252901,-0.159061,0.0257406,0.141073,0.170938,0.308062,0.414243,0.374368,0.422537,0.550831,0.517619,0.41465,0.462296,0.568619,0.544027,0.460279,0.483568,0.533477,0.482406,0.445872,0.457467,0.417931,0.472115,0.627163,0.593036,0.488372,0.571817,0.708162,0.85056,0.992472,0.983142,1.00704,1.21954,1.35476,1.37552,1.45329,1.46616,1.37675,1.39165,1.4369,1.2659,1.14252,1.32692,1.4148,0.807627,0.11649,0.0365146,1
0.294768,0.860932,2.41919,3.45205,2.02063,-0.0190597,-0.993359,-0.106528,0.547136,0.375808,0.472773,0.273775,-0.23721,-0.942335,-0.685031,-0.949116,-1.03954,-1.16897,-1.19134,-0.905924,-1.30469,-1.43668,-1.42869,-1.61209,-1.61789,-1.72723,-1.65431,-1.86475,-2.0437,-1.78816,-1.98431,-2.14265,-1.46075,-1.79785,-1.4781,-1.23093,-0.798221,-0.0232878,-0.470241,0.155809,0.593272,0.793276,0.883526,0.987334,1.13839,0.982324,1.00102,0.831635,0.909989,0.846247,0.645823,0.696775,0.692677,0.818077,0.50116,0.57805,0.641589,0.653127,0.477284,0.492046,0.767128,0.534857,0.428468,0.504432,0.367999,0.270682,0.353918,0.364763,0.16524,0.249505,0.238257,0.341755,0.30404,0.661756,0.934888,0.593108,0.576869,0.478732,0.380422,0.389796,0.0551262,0.048534,0.0237269,0.0184295,0.376029,-0.00497006,-0.161309,0.0817962,0.119864,-0.238851,0.195617,0.0784855,-0.15695,0.16256,-0.0061831,0.567915,1
0.580739,1.09711,1.74406,2.27837,2.38949,2.34842,1.94324,1.27748,0.653414,0.0817477,0.0920103,0.271647,-0.223713,-0.319288,0.157339,0.033267,-0.276605,-0.415469,-0.707699,-0.779877,-0.706351,-0.829265,-0.883124,-0.785551,-0.812183,-1.15963,-1.40247,-1.1439,-1.1506,-1.63026,-1.67755,-1.52174,-1.75071,-1.99093,-2.08629,-2.07317,-1.91157,-1.84446,-1.8267,-1.70475,-1.59249,-1.40816,-1.06722,-0.732399,-0.614048,-0.623655,-0.302552,0.116213,0.0554117,0.0664428,0.423321,0.453231,0.306692,0.359217,0.369607,0.383012,0.471763,0.461104,0.373733,0.29326,0.285705,0.339488,0.362714,0.385747,0.375049,0.329282,0.364943,0.367403,0.358752,0.521625,0.629748,0.637447,0.82012,1.02912,1.07082,1.05057,0.930597,0.713131,0.682231,0.730196,0.604716,0.657913,0.790183,0.596366,0.503304,0.514859,0.362504,0.418912,0.43684,0.230266,0.306667,0.418809,0.283077,0.286669,0.329647,0.147631,1
0.381239,0.63353,1.0023,1.52128,1.86389,1.79277,1.38116,0.856843,0.263863,-0.152809,-0.130364,0.0840599,0.0340761,-0.184608,-0.247187,-0.191867,-0.102361,-0.100792,-0.381365,-0.631364,-0.60607,-0.640478,-0.704216,-0.632491,-0.743845,-0.968846,-0.946654,-0.841907,-0.852625,-0.915115,-1.07063,-1.30261,-1.3943,-1.33162,-1.36423,-1.54471,-1.67707,-1.717,-1.75193,-1.75309,-1.74306,-1.82134,-1.8324,-1.60114,-1.34141,-1.22197,-1.12424,-1.03251,-0.935617,-0.696854,-0.374079,-0.132865,0.0130636,0.137627,0.307352,0.479975,0.581407,0.679171,0.791517,0.81584,0.780383,0.778432,0.812467,0.861415,0.852338,0.787232,0.797925,0.828031,0.805701,0.806734,0.750917,0.709352,0.821091,0.769752,0.597205,0.759761,0.963838,0.875398,0.825096,0.866809,0.852958,0.864248,0.895556,1.01377,1.14537,1.04104,1.05405,1.34948,1.43639,1.30024,0.952968,0.353975,-0.0377927,-0.609374,-1.47407,-1.07001,1
0.314529,1.91235,2.93336,1.57885,1.35176,0.0280892,-1.26329,0.0328579,0.400039,-0.200636,0.0655435,0.20951,-0.695484,-1.00775,-0.942763,-1.12752,-1.09515,-1.0952,-1.29953,-1.45635,-1.34089,-1.26093,-1.54173,-1.69824,-1.65367,-1.68247,-1.86807,-2.01674,-1.94847,-2.06875,-2.13583,-1.98649,-1.54719,-1.68362,-1.50967,-0.868835,-0.802723,-0.328727,-0.135635,0.141024,0.664817,0.51546,0.874945,0.711346,1.01028,0.845868,0.647208,1.17173,0.54904,0.793659,0.785137,0.344674,0.786512,0.485727,0.681135,0.603226,0.625422,0.550967,0.557884,0.593271,0.636213,0.840508,0.361898,0.444992,0.736808,0.336869,0.552444,0.371122,0.370655,0.68026,0.0814674,0.455357,0.449911,0.435185,1.0397,0.634676,0.941947,1.0765,0.403022,0.503103,0.403195,0.18812,0.142613,0.206869,0.169846,0.179122,0.472745,0.215955,-0.00156062,0.261008,0.332005,0.195808,0.276233,0.399616,0.368979,0.33294,1
0.31422,0.781063,1.20497,1.5347,1.87733,2.15821,2.10297,1.67791,1.16868,0.689539,0.162957,-0.225868,-0.264981,-0.178537,-0.217148,-0.239102,-0.0951477,0.0671831,0.0447387,-0.192398,-0.52252,-0.752712,-0.763373,-0.67794,-0.707995,-0.837763,-0.897014,-0.895675,-0.962645,-1.0852,-1.17868,-1.23814,-1.31166,-1.4526,-1.64131,-1.78484,-1.87235,-1.89066,-1.77878,-1.7102,-1.84135,-1.8898,-1.72575,-1.65448,-1.61721,-1.33326,-1.07111,-1.05326,-0.945704,-0.648093,-0.463952,-0.440294,-0.378012,-0.179738,0.0680416,0.169771,0.132361,0.205407,0.399161,0.49643,0.51252,0.561053,0.603125,0.656522,0.744281,0.743819,0.668794,0.675577,0.723648,0.722218,0.772175,0.887188,0.887147,0.776451,0.762927,0.811546,0.68923,0.483,0.536884,0.829341,0.965383,0.89003,0.907131,0.952087,0.781164,0.640191,0.719623,0.692818,0.538907,0.612083,0.736077,0.571199,0.446568,0.671549,0.787982,0.401365,-1
0.651739,1.23703,2.10945,1.43244,0.786701,-0.45946,-0.363299,-0.557523,-1.19593,-0.82497,-0.786169,-1.22869,-1.32057,-1.38309,-1.31371,-1.3089,-1.49524,-1.66452,-1.65805,-1.80507,-1.91273,-2.32945,-2.50953,-2.43654,-2.25226,-2.6019,-1.77421,-1.66807,-1.55991,-0.660483,-0.873727,-0.348511,-0.0699742,-0.152279,-0.10986,0.328014,0.211902,-0.00741856,0.387763,0.140098,0.210246,0.322632,0.445219,0.38708,0.47891,0.62107,0.579216,0.69961,0.916708,0.690361,0.788676,0.876302,0.831145,0.7984,0.748929,0.550549,0.563236,0.981232,0.460657,0.624396,0.62939,0.649974,0.37188,0.69082,0.509775,0.578655,0.449036,0.501704,0.551465,0.518478,0.471359,0.590859,0.525476,0.567098,0.60085,0.59997,0.371928,0.779513,0.813213,0.817173,0.857185,0.578414,0.795802,0.398162,0.466576,0.517412,0.351071,0.339648,0.277546,0.669928,0.391671,0.506676,-0.102576,0.292573,0.453942,0.389685,-1
0.535811,0.600766,2.11589,3.34807,2.04515,1.44159,0.104841,-0.0935785,1.08062,0.994246,0.995553,0.879824,0.728638,-0.359327,-0.864894,-0.70355,-0.893322,-0.999625,-1.08954,-1.07145,-1.08006,-1.33386,-1.37463,-1.49824,-1.51017,-1.58268,-1.82171,-1.69171,-1.82942,-1.86676,-1.96271,-1.93138,-1.73721,-1.87442,-1.65833,-1.20634,-0.988438,-0.673827,-0.313513,0.0481311,0.368848,0.563136,0.718508,0.900085,1.04793,1.04296,0.899534,1.02793,1.02637,0.912642,0.623885,0.775808,0.900553,0.516073,0.84117,0.577783,0.534023,0.801157,0.686922,0.580871,0.497626,0.450199,0.52066,0.454953,0.387165,0.304805,0.214457,0.202285,0.247644,0.222965,-0.0400424,0.210307,0.100109,0.510428,0.572686,0.485021,1.16816,0.749385,0.0449448,-0.0666754,-0.0840656,-0.044295,-0.216877,-0.190607,-0.155799,-0.345129,-0.162159,-0.0470131,-0.439402,-0.334676,-0.188285,-0.255894,-0.1522,-0.244333,-0.348112,-0.282857,1
1.46842,3.25395,3.59951,2.39338,0.417377,1.07145,1.68586,1.57294,1.70888,1.03208,0.0530741,-0.508398,-0.472314,-0.705524,-0.78626,-0.943165,-1.06337,-1.16825,-1.15586,-1.29212,-1.41911,-1.48504,-1.62737,-1.80207,-1.87033,-1.97278,-2.07367,-2.05459,-1.92356,-1.76105,-1.56448,-1.17344,-0.646372,-0.299169,0.0338665,0.438565,0.557417,0.836841,0.862192,0.863323,0.733738,0.742864,0.712557,0.567989,0.553297,0.639709,0.53078,0.521321,0.487523,0.424753,0.2927,0.414963,0.369652,0.151756,0.189992,0.200833,0.0972096,0.037614,0.112539,0.0332377,-0.0236732,0.050144,0.0209563,-0.0950826,-0.0399613,0.0396533,0.0302513,-0.130156,0.115556,-0.0142366,-0.120208,0.0704853,-0.013129,-0.0635346,-0.0600689,0.201599,0.125605,0.359618,0.486128,0.223192,0.234493,0.282427,-0.135807,-0.187279,-0.109474,-0.205035,-0.116034,-0.17146,-0.153983,-0.258515,-0.0874358,-0.068081,-0.10364,-0.102454,-0.0215309,0.144794,-1
1.45087,2.55708,1.99188,1.4861,1.7355,1.33838,0.262754,-0.114868,0.197428,0.421806,0.585329,0.623723,0.453771,0.546749,0.547094,-0.025421,-0.399221,-0.364819,-0.447042,-0.49995,-0.514123,-0.69395,-0.804285,-0.718445,-0.638976,-0.724372,-0.885476,-0.929015,-0.866212,-0.874173,-0.969632,-1.01348,-1.05345,-1.14755,-1.15705,-1.13785,-1.21499,-1.27897,-1.30871,-1.32698,-1.30122,-1.30094,-1.31345,-1.34991,-1.4159,-1.38288,-1.41704,-1.45387,-1.13055,-0.843308,-0.79132,-0.514349,-0.225933,-0.138256,0.0879442,0.369545,0.475822,0.40274,0.222811,0.159023,0.233517,0.291038,0.316314,0.269567,0.186631,0.189423,0.204362,0.157626,0.111633,0.0780613,0.0375051,-0.00819119,0.0101551,0.093522,0.0422157,-0.0569045,0.0430265,0.156749,0.152833,0.144857,0.104502,0.126061,0.201156,0.175099,0.191254,0.217653,0.260972,0.582076,1.08488,1.85213,2.74589,2.8192,2.26133,2.14538,1.85956,0.490487,-1
0.993111,2.70484,3.47334,2.21267,0.453295,0.0477933,0.95956,1.19306,1.00746,0.991321,0.5782,-0.0197527,-0.489654,-0.442287,-0.58496,-0.444358,-0.366818,-0.4038,-0.61566,-0.833792,-1.025,-1.20127,-1.37628,-1.41322,-1.48781,-1.7931,-1.85467,-2.07368,-2.08693,-2.00742,-2.15247,-2.0921,-2.03116,-1.88333,-1.57259,-1.30586,-1.00205,-0.533022,-0.100672,0.101656,0.424033,0.652138,0.771691,0.914393,0.804322,0.801273,0.690833,0.610211,0.709127,0.650989,0.625841,0.635027,0.62785,0.677019,0.740587,0.765685,0.757479,0.631371,0.550383,0.570193,0.473032,0.382745,0.399184,0.338218,0.251626,0.236818,0.210198,0.199779,0.195382,0.155632,0.186727,0.15264,0.0583208,0.146039,0.343305,0.441687,0.639618,0.643398,0.449768,0.415496,0.240838,0.113124,0.0428592,-0.116445,-0.0895431,-0.0642828,-0.132432,-0.165348,-0.123085,-0.266838,-0.312811,-0.198565,-0.119954,-0.0769793,-0.145416,-0.0377783,1
