f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,class
0.130004,0.125704,0.108505,0.125704,0.0655079,0.0655079,0.0569084,0.0569084,0.0569084,0.03111,0.0655079,0.013911,-0.0849833,0.0569084,0.03111,0.0354097,-0.0247868,-0.0161873,0.0225105,-0.00758779,-0.00328804,-0.00328804,-0.0333863,-0.037686,-0.00758779,-0.0419858,-0.0634845,-0.0763838,-0.072084,-0.020487,-0.0290865,0.0698077,0.0526087,0.0956062,0.155803,-0.020487,-0.106482,-0.170978,-0.222575,-0.192477,-0.231175,-0.261273,-0.256973,-0.282772,-0.261273,-0.235474,-0.235474,-0.278472,-0.235474,0.0569084,1.48872,1.43713,-1.35341,-4.46643,-5.33068,-3.73977,-1.94247,-0.850339,-0.398865,-0.235474,-0.14518,-0.0763838,-0.0505853,0.013911,0.0397094,0.0612082,0.0870067,0.134304,0.142903,0.246097,0.301994,0.37939,0.469684,0.577178,0.774967,0.977055,1.24364,1.54032,1.88,2.23258,2.52496,2.79155,2.94204,2.82165,2.44327,1.88,1.24364,0.71047,0.357891,0.117105,-0.00328804,-0.0634845,-0.102182,-0.123681,-0.089283,-0.115082,-0.106482,-0.0290865,-0.0677843,-0.072084,-0.0591848,-0.0462855,-0.072084,-0.089283,-0.123681,-0.13658,-0.179578,-0.209676,-0.218275,-0.252673,-0.256973,-0.261273,-0.269872,-0.278472,-0.295671,-0.291371,-0.31287,-0.321469,-0.325769,-0.355867,-0.338668,-0.355867,-0.347268,-0.338668,-0.347268,-0.398865,-0.394565,-0.381666,-0.364467,-0.381666,-0.390265,-0.416064,-0.407464,-0.420364,-0.407464,-0.416064,1
0.02695,0.0105141,-0.0141397,-0.00181278,0.00229619,-0.0100307,-0.0305756,-0.0264666,-0.0593384,-0.00181278,-0.0511205,-0.0429025,-0.0593384,-0.0470115,-0.0593384,-0.0675564,-0.0716654,-0.0593384,-0.108646,-0.0675564,-0.0839923,-0.0963192,-0.0963192,-0.0922102,-0.104537,-0.153845,-0.0757743,-0.120973,-0.0593384,0.00229619,0.0105141,0.0926936,0.00229619,-0.0264666,-0.166172,-0.182608,-0.227806,-0.199044,-0.227806,-0.231915,-0.244242,-0.281223,-0.236024,-0.244242,-0.248351,-0.21548,-0.236024,-0.25246,0.483046,1.17746,-1.09069,-2.96028,-4.83397,-4.06559,-2.3316,-1.07426,-0.462018,-0.227806,-0.129191,-0.0798833,-0.0264666,0.031059,0.02695,0.0968026,0.0885847,0.166655,0.207745,0.236508,0.310469,0.396758,0.499482,0.606316,0.787111,0.98845,1.25142,1.56782,1.92119,2.28278,2.67724,3.01007,3.24017,3.2566,2.98541,2.39783,1.69109,1.06241,0.544681,0.203636,0.0680398,-0.0470115,-0.120973,-0.108646,-0.129191,-0.120973,-0.149736,-0.104537,-0.100428,-0.0839923,-0.125082,-0.0839923,-0.100428,-0.112755,-0.129191,-0.116864,-0.153845,-0.141518,-0.178499,-0.211371,-0.248351,-0.248351,-0.289441,-0.285332,-0.289441,-0.322313,-0.322313,-0.314095,-0.338749,-0.338749,-0.338749,-0.342858,-0.351076,-0.367512,-0.383947,-0.392165,-0.367512,-0.392165,-0.37573,-0.383947,-0.408601,-0.416819,-0.383947,-0.37573,-0.41271,-0.400383,-0.41271,-0.425037,1
1.90418,0.212139,0.166176,0.19835,0.193754,0.230525,0.202947,0.221332,0.19835,0.202947,0.193754,0.179965,0.152386,0.138597,0.120212,0.134001,0.0926333,0.0926333,0.0558622,0.0742477,0.0512658,0.0374766,0.0144947,0.0466694,0.0282839,0.0236875,0.0098983,0.0236875,0.0282839,0.0328803,0.0190911,0.0190911,-0.00389086,0.0144947,0.0098983,0.0972297,0.143194,0.212139,0.175368,0.161579,-0.00848725,-0.0360656,-0.105011,-0.118801,-0.123397,-0.150975,-0.173957,-0.141783,-0.178554,-0.146379,-0.169361,-0.13259,-0.146379,-0.141783,0.0466694,1.81168,0.487923,-2.01711,-4.60488,-5.70801,-3.97977,-2.35724,-1.16678,-0.509494,-0.261289,-0.150975,-0.114204,-0.0544511,-0.0268728,-0.00848725,0.0374766,0.111019,0.179965,0.281085,0.368417,0.497116,0.667182,0.933772,1.20956,1.5405,1.85305,2.17939,2.43679,2.57928,2.5471,2.3035,1.81168,1.22794,0.690164,0.322453,0.0926333,-0.0268728,-0.105011,-0.160168,-0.164764,-0.178554,-0.192343,-0.164764,-0.18315,-0.146379,-0.118801,-0.137186,-0.127993,-0.127993,-0.137186,-0.127993,-0.137186,-0.146379,-0.196939,-0.187746,-0.224518,-0.206132,-0.256692,-0.229114,-0.265885,-0.265885,-0.29806,-0.265885,-0.293463,-0.284271,-0.311849,-0.261289,-0.29806,-0.321042,-0.316445,-0.311849,-0.325638,-0.339427,-0.362409,-0.307253,-0.23371,-0.187746,-0.127993,-0.137186,-0.137186,-0.256692,2
0.175332,0.18828,0.192596,0.209859,0.192596,0.18828,0.162385,0.140805,0.127858,0.106278,0.0890148,0.0933307,0.0674355,0.0588037,0.0458561,0.050172,0.0329085,0.0372244,0.0199609,0.0372244,0.00701329,0.00269742,-0.0231978,-0.0231978,-0.0145661,-0.0404613,0.00701329,-0.0188819,0.0285926,0.110594,0.140805,0.196912,0.201227,0.222807,0.0199609,-0.0922517,-0.113831,-0.15699,-0.13541,-0.182885,-0.174253,-0.20878,-0.204464,-0.191517,-0.178569,-0.148358,-0.165622,-0.139726,0.589656,2.10453,0.965137,-2.25019,-5.56046,-5.98342,-3.83411,-2.21566,-1.00722,-0.415942,-0.221728,-0.126779,-0.0663565,-0.00593432,-0.0102502,0.0674355,0.0933307,0.158069,0.201227,0.31344,0.395442,0.537865,0.706184,0.93061,1.20251,1.48304,1.75926,2.03547,2.18221,2.26853,2.18221,1.94052,1.50462,0.995348,0.593972,0.326388,0.0803831,0.0285926,-0.0275137,-0.0620406,-0.08362,-0.0577248,-0.0663565,-0.0620406,-0.0706724,-0.0577248,-0.0577248,-0.0188819,-0.0404613,0.00701329,-0.0620406,-0.0706724,-0.0534089,-0.0879359,-0.0793041,-0.109515,-0.122463,-0.139726,-0.161306,-0.109515,-0.113831,-0.13541,-0.148358,-0.148358,-0.148358,-0.187201,-0.169937,-0.144042,-0.182885,-0.161306,-0.165622,-0.148358,-0.169937,-0.15699,-0.165622,-0.0361454,0.0458561,0.0674355,0.0803831,0.101962,0.00701329,-0.0663565,-0.178569,-0.182885,-0.182885,-0.217412,-0.182885,-0.204464,2
0.761386,0.666692,0.714039,0.638283,0.685631,0.676161,0.676161,0.600406,0.609875,0.553058,0.581467,0.52465,0.553058,0.505711,0.571997,0.496242,0.505711,0.458364,0.505711,0.505711,0.486772,0.429955,0.458364,0.401547,0.458364,0.392077,0.420486,0.363669,0.429955,0.335261,0.553058,0.590936,0.685631,0.439425,0.268974,0.0701158,-0.0151094,0.0227685,0.0322379,0.107994,0.250036,0.212158,0.221627,0.202688,0.259505,0.183749,0.240566,0.16481,0.193219,0.335261,1.36743,-0.990464,-4.23849,-6.51116,-4.69302,-3.39571,-2.04157,-0.990464,-0.393888,-0.100335,0.136402,0.117463,0.212158,0.183749,0.193219,0.193219,0.240566,0.16481,0.268974,0.306852,0.448894,0.458364,0.581467,0.666692,0.893959,0.998123,1.20645,1.38637,1.57576,1.5947,1.5,1.1591,0.893959,0.439425,0.202688,0.00382956,-0.109804,-0.138212,-0.18556,-0.270785,-0.251846,-0.261315,-0.18556,-0.223437,-0.18556,-0.270785,-0.109804,-0.17609,-0.166621,-0.251846,-0.213968,-0.166621,-0.18556,-0.204499,-0.157151,-0.242376,-0.318132,-0.251846,-0.261315,-0.242376,-0.327602,-0.308663,-0.289724,-0.422296,-0.337071,-0.384418,-0.337071,-0.441235,-0.337071,-0.374949,-0.393888,-0.365479,-0.308663,-0.384418,-0.318132,-0.18556,-0.090865,-0.0245788,-0.261315,-0.469643,-0.592746,-0.772666,-0.725319,-0.640094,-0.450705,-0.450705,2
-0.0738057,-0.106146,-0.0697632,-0.0899757,-0.0980608,-0.118273,-0.0738057,-0.0940183,-0.0535931,-0.110188,-0.106146,-0.126358,-0.110188,-0.142528,-0.122316,-0.134443,-0.118273,-0.231464,-0.110188,-0.142528,-0.134443,-0.142528,-0.134443,-0.170826,-0.150614,-0.154656,-0.158699,-0.142528,-0.174869,-0.110188,-0.0657206,-0.0414655,0.0434273,-0.029338,-0.102103,-0.203166,-0.243591,-0.239549,-0.255719,-0.271889,-0.271889,-0.288059,-0.288059,-0.352739,-0.259761,-0.243591,-0.243591,-0.231464,-0.284017,0.67406,1.00555,-1.37954,-3.30782,-4.79142,-3.86164,-2.17592,-1.00763,-0.421462,-0.235506,-0.102103,-0.0657206,-0.0252955,0.0110872,0.0434273,0.0959801,0.132363,0.180873,0.201086,0.265766,0.342574,0.407254,0.504274,0.64172,0.799378,1.0015,1.29257,1.59575,1.9232,2.31532,2.67915,3.01872,3.25723,3.24106,2.96213,2.38809,1.72916,1.11065,0.605337,0.269808,0.0838525,-0.00104035,-0.0778482,-0.0657206,-0.0980608,-0.110188,-0.0940183,-0.0414655,-0.0576356,-0.0738057,-0.0576356,-0.0535931,-0.0697632,-0.0535931,-0.0859332,-0.110188,-0.0818907,-0.134443,-0.174869,-0.178911,-0.174869,-0.207209,-0.227421,-0.243591,-0.263804,-0.235506,-0.279974,-0.288059,-0.288059,-0.284017,-0.316357,-0.320399,-0.312314,-0.336569,-0.320399,-0.332527,-0.340612,-0.300187,-0.344654,-0.324442,-0.344654,-0.344654,-0.356782,-0.344654,-0.356782,-0.352739,-0.364867,1
0.273426,0.296476,0.304159,0.211962,0.25806,0.227328,0.227328,0.196596,0.18123,0.219645,0.219645,0.127448,0.204279,0.135131,0.135131,0.135131,0.119765,0.0890331,0.0583008,0.142814,0.135131,0.0890331,0.119765,0.0429347,0.112082,0.119765,0.0890331,0.08135,0.135131,0.188913,0.311842,0.288793,0.365623,0.573066,0.227328,0.104399,0.0429347,-0.0338958,-0.0338958,-0.156825,-0.156825,-0.0953603,-0.156825,-0.156825,-0.110726,-0.141459,-0.118409,0.0122025,0.427088,2.07126,5.42107,2.75505,-3.1609,-5.86534,-4.87422,-2.85358,-1.14794,-0.510245,-0.341218,-0.179874,-0.103043,-0.0262128,0.0122025,0.0659839,-0.0185297,0.0890331,0.135131,0.165864,0.18123,0.196596,0.219645,0.35794,0.388672,0.496235,0.588432,0.742093,0.865022,1.00332,1.14161,1.23381,1.24917,1.15698,0.987951,0.772825,0.511601,0.242694,0.0429347,0.0198856,-0.056945,-0.110726,-0.141459,-0.110726,-0.0876772,-0.110726,-0.0876772,-0.0646281,-0.056945,-0.0338958,-0.049262,-0.0799942,-0.0415789,-0.0108467,-0.049262,-0.126093,-0.126093,-0.156825,-0.264388,-0.156825,-0.202923,-0.187557,-0.187557,-0.202923,-0.187557,-0.218289,-0.249021,-0.264388,-0.249021,-0.264388,-0.29512,-0.325852,-0.310486,-0.310486,-0.333535,-0.310486,-0.402683,-0.310486,-0.325852,-0.325852,-0.402683,-0.341218,-0.279754,-0.325852,-0.310486,-0.341218,-0.356584,-0.356584,1
0.968572,-0.124483,-0.140731,-0.124483,-0.151563,-0.162395,-0.189476,-0.167811,-0.167811,-0.189476,-0.173227,-0.259884,-0.178643,-0.194892,-0.194892,-0.254468,-0.194892,-0.167811,-0.200308,-0.18406,-0.227388,-0.221972,-0.221972,-0.189476,-0.216556,-0.232804,-0.189476,-0.221972,-0.254468,-0.249052,-0.249052,-0.23822,-0.221972,-0.265301,-0.129899,-0.0432416,-0.0107452,-0.0107452,0.0975762,0.0650798,-0.102818,-0.265301,-0.319461,-0.292381,-0.36279,-0.395286,-0.368206,-0.33571,-0.400702,-0.330293,-0.308629,-0.324877,-0.265301,-0.254468,0.514614,2.25317,2.13944,-1.43517,-5.70845,-5.57847,-3.60702,-1.93887,-0.823156,-0.444031,-0.276133,-0.135315,-0.0919863,-0.0757381,-0.0432416,-0.0107452,0.0325834,0.0759119,0.151737,0.140905,0.211314,0.319635,0.36838,0.482117,0.536278,0.731257,0.926235,1.12663,1.37577,1.6574,1.93904,2.12319,2.31817,2.30733,2.11777,1.78197,1.31078,0.861242,0.525446,0.308803,0.119241,0.0542477,0.0325834,0.0488316,0.0217512,0.00550301,0.0542477,0.0542477,0.140905,0.119241,0.119241,0.151737,0.119241,0.108408,0.108408,0.108408,0.135489,8.69424e-05,0.0542477,0.0650798,0.0650798,0.0271673,0.0542477,0.0163352,-0.00532913,-0.00532913,0.0217512,-0.0324095,-0.0107452,-0.0324095,8.69424e-05,-0.0107452,-0.0107452,-0.0324095,-0.0215773,8.69424e-05,-0.0161613,-0.0324095,0.00550301,-0.0540738,0.0271673,-0.0324095,1
0.0034428,0.0197761,0.0415538,-0.0401127,-0.0292238,-0.0510015,-0.0128905,-0.0455571,-0.11089,-0.0836681,-0.0727793,-0.0401127,-0.0346682,-0.0727793,-0.100001,-0.0455571,-0.0727793,-0.0782237,-0.0727793,-0.154446,-0.0455571,-0.0782237,-0.0727793,-0.127224,-0.127224,-0.127224,-0.116335,-0.116335,-0.105446,-0.0346682,0.0633316,0.00888724,0.0633316,0.161331,0.226665,-0.00200163,-0.149001,-0.181668,-0.165335,-0.203446,-0.285112,-0.268779,-0.30689,-0.214335,-0.203446,-0.290557,-0.170779,-0.225223,-0.165335,0.624108,2.70388,2.45344,-1.04189,-5.6751,-5.40288,-3.39933,-1.717,-0.720667,-0.366779,-0.230668,-0.116335,-0.0836681,-0.00200163,-0.00744606,0.0252205,0.0578871,0.101443,0.166776,0.210331,0.199442,0.275664,0.389998,0.509775,0.640441,0.771108,0.950774,1.19577,1.48977,1.76199,2.01244,2.26833,2.34999,2.34455,2.17577,1.78922,1.31555,0.841886,0.51522,0.226665,0.12322,0.0361094,-0.0128905,-0.0455571,-0.0455571,0.0143317,0.0143317,-0.0128905,-0.0292238,-0.00744606,0.0197761,0.00888724,-0.0346682,0.030665,-0.0183349,-0.0510015,-0.0510015,-0.0292238,-0.105446,-0.143557,-0.149001,-0.170779,-0.187112,-0.20889,-0.20889,0.438997,-0.252446,-0.279668,-0.247001,-0.25789,-0.236112,-0.274223,-0.323223,-0.296001,-0.323223,-0.317779,-0.361334,-0.312334,-0.30689,-0.312334,-0.361334,-0.35589,-0.317779,-0.323223,-0.361334,-0.301445,-0.345001,1
0.0456909,-0.00942185,-0.0277928,-0.0737201,-0.0277928,-0.0829055,-0.0829055,-0.092091,-0.119647,-0.101276,-0.128833,-0.119647,-0.138018,-0.12424,-0.156389,-0.128833,-0.133426,-0.101276,-0.119647,-0.138018,-0.211502,-0.12424,-0.17476,-0.156389,-0.160982,-0.17476,-0.188538,-0.179353,-0.183946,-0.170167,-0.197724,-0.165575,-0.156389,-0.092091,-0.00942185,0.0135418,0.00894907,-0.0553492,-0.206909,-0.234466,-0.280393,-0.32632,-0.262022,-0.289578,-0.294171,-0.298764,-0.280393,-0.271208,-0.289578,-0.262022,-0.243651,-0.257429,0.119175,1.74959,-0.092091,-2.49409,-4.45518,-4.76749,-2.85691,-1.53421,-0.66159,-0.298764,-0.119647,-0.0645346,-0.0277928,0.0181345,0.0365055,0.0640618,0.100804,0.155916,0.183473,0.174287,0.289106,0.344218,0.417702,0.537113,0.697859,0.904532,1.06987,1.42351,1.745,2.09864,2.48902,2.84726,3.11823,3.25601,3.03556,2.55332,1.83226,1.15713,0.647339,0.302884,0.100804,-0.0186073,-0.041571,-0.0829055,-0.0966837,-0.0599419,-0.0645346,-0.0599419,-0.041571,-0.0140146,-0.00942185,-0.0186073,-0.0277928,-0.0277928,-0.0645346,-0.0553492,-0.115055,-0.101276,-0.156389,-0.151797,-0.193131,-0.202317,-0.216095,-0.234466,-0.220687,-0.280393,-0.262022,-0.280393,-0.2758,-0.280393,-0.298764,-0.289578,-0.298764,-0.298764,-0.307949,-0.298764,-0.32632,-0.298764,-0.32632,-0.330913,-0.32632,-0.335506,-0.344691,-0.32632,1
0.228868,0.239151,0.264858,0.285423,0.244292,0.280282,0.269999,0.259716,0.218585,0.203161,0.167171,0.182595,0.151747,0.131181,0.12604,0.115757,0.0797673,0.12604,0.0694845,0.0746259,0.0643431,0.0643431,0.0592017,0.0849087,0.0386361,0.0643431,0.0437775,0.0334947,0.0283533,0.0129291,-0.0179193,-0.00249509,0.0592017,0.12604,0.151747,0.208302,0.259716,0.259716,0.0694845,-0.0796161,-0.120747,-0.156737,-0.228717,-0.213293,-0.218434,-0.233858,-0.249282,-0.228717,-0.218434,-0.218434,-0.20301,-0.146454,0.881826,3.13376,2.43967,-1.58091,-6.22873,-6.14133,-4.07963,-2.31613,-1.04106,-0.547484,-0.382959,-0.264707,-0.213293,-0.20301,-0.16702,-0.125889,-0.0898989,-0.0436263,-0.00763649,0.0900501,0.16203,0.275141,0.413958,0.614473,0.794422,0.994937,1.19031,1.32913,1.39597,1.43196,1.3137,1.15432,0.856119,0.578483,0.316272,0.19802,0.0643431,0.00778771,-0.0487677,-0.0436263,-0.0693333,-0.0590505,-0.0590505,-0.0436263,0.0232119,0.0129291,0.0386361,0.0694845,0.0592017,0.0643431,0.0540603,0.0746259,0.0540603,0.0386361,0.0334947,0.0180705,-0.00249509,-0.00249509,-0.0127779,-0.0230607,-0.0127779,0.00778771,-0.0641919,-0.0539091,-0.0127779,-0.0179193,-0.0333435,-0.0333435,-0.0487677,-0.0333435,-0.0487677,-0.0333435,-0.0333435,-0.0179193,-0.0384849,-0.00763649,0.115757,0.16203,0.203161,0.275141,0.341979,0.203161,0.0643431,-0.0744747,2
-0.216028,-0.193745,-0.188175,-0.15475,-0.188175,-0.221599,-0.160321,-0.199316,-0.182604,-0.171463,-0.182604,-0.204887,-0.14918,-0.199316,-0.177033,-0.177033,-0.204887,-0.249452,-0.199316,-0.15475,-0.171463,-0.143609,-0.171463,-0.171463,-0.204887,-0.193745,-0.143609,-0.15475,-0.110185,-0.126897,-0.0600488,0.0290823,0.034653,0.0569357,0.17392,0.0290823,-0.0154832,-0.165892,-0.282876,-0.193745,-0.344154,-0.255023,-0.266164,-0.299588,-0.221599,-0.277306,-0.260594,-0.177033,-0.14918,0.0792185,1.31034,3.26008,0.98167,-3.33561,-5.82014,-4.69486,-2.63928,-1.12405,-0.444426,-0.260594,-0.15475,-0.0823315,-0.00434186,0.051365,0.0680771,0.0625064,0.123784,0.185062,0.218486,0.268622,0.307617,0.296475,0.474737,0.602863,0.703136,0.892539,1.12094,1.32148,1.67244,1.87855,2.16266,2.31864,2.39105,2.43562,2.10695,1.65572,1.23235,0.758843,0.396748,0.246339,0.157208,0.0903599,0.0402237,0.0402237,0.00122883,0.0736478,0.0457943,0.0569357,0.0736478,0.0847892,0.0736478,0.157208,0.118213,0.0792185,0.0569357,0.0123702,-0.00434186,-0.0600488,-0.0489074,-0.0934729,-0.0990436,-0.14918,-0.15475,-0.177033,-0.126897,-0.143609,-0.171463,-0.193745,-0.199316,-0.249452,-0.227169,-0.271735,-0.277306,-0.266164,-0.255023,-0.243882,-0.266164,-0.288447,-0.294018,-0.31073,-0.255023,-0.277306,-0.243882,-0.299588,-0.23274,-0.294018,1
